date,product,region,sales_rep,quantity,unit_price,customer_rating,total_sales,month,quarter,day_of_week,price_category,rating_category
2023-05-16 04:26:40.000000000,Mouse,East,Rep_016,1,1628.1825766562615,2.703750833867758,1628.1825766562615,5,2,Tuesday,Luxury,Fair
2023-05-16 21:58:55.135135134,Monitor,North,Rep_005,13,1583.3975794698888,4.978736660785948,20584.168533108554,5,2,Tuesday,Luxury,Excellent
2023-05-17 15:31:10.270270270,Mouse,West,Rep_015,7,1282.8223656202006,1.3700017517558551,8979.756559341404,5,2,Wednesday,Luxury,Poor
2023-05-18 09:03:25.405405404,Tablet,Central,Rep_012,5,778.3643449543907,4.121391450960634,3891.8217247719535,5,2,Thursday,Premium,Excellent
2023-05-19 02:35:40.540540540,Monitor,East,Rep_004,8,579.4225706546423,3.694806934168626,4635.380565237138,5,2,Friday,Premium,Good
2023-05-19 20:07:55.675675676,Headphones,North,Rep_015,14,501.97800106423256,4.069995322362821,7027.692014899256,5,2,Friday,Premium,Excellent
2023-05-20 13:40:10.810810810,Monitor,Central,Rep_011,13,671.2874773890339,2.2301191819618253,8726.737206057442,5,2,Saturday,Premium,Fair
2023-05-21 07:12:25.945945946,Mouse,West,Rep_016,15,1811.9389646934342,2.9682179575296024,27179.08447040151,5,2,Sunday,Luxury,Fair
2023-05-22 00:44:41.081081080,Tablet,East,Rep_006,17,201.3995131781235,4.186034078894833,3423.7917240280995,5,2,Monday,Mid-range,Excellent
2023-05-22 18:16:56.216216216,Tablet,Central,Rep_014,15,1666.2989886932694,1.93016532648342,24994.48483039904,5,2,Monday,Luxury,Poor
2023-05-23 11:49:11.351351350,Keyboard,Central,Rep_018,18,730.335646331556,2.9649260171358276,13146.041633968007,5,2,Tuesday,Premium,Poor
2023-05-24 05:21:26.486486486,Headphones,Central,Rep_012,18,1067.1188222221485,3.2042038131797295,19208.138799998673,5,2,Wednesday,Luxury,Good
2023-05-24 22:53:41.621621622,Phone,East,Rep_011,2,1599.2469856145567,3.094254318119423,3198.4939712291134,5,2,Wednesday,Luxury,Good
2023-05-25 16:25:56.756756756,Phone,East,Rep_013,4,1774.534266694794,2.1290498816517314,7098.137066779176,5,2,Thursday,Luxury,Fair
2023-05-26 09:58:11.891891892,Monitor,South,Rep_011,1,722.3237691416616,2.192302602099291,722.3237691416616,5,2,Friday,Premium,Fair
2023-05-27 03:30:27.027027026,Keyboard,West,Rep_016,4,950.5947884864652,2.111380652826262,3802.3791539458607,5,2,Saturday,Premium,Fair
2023-05-27 21:02:42.162162162,Laptop,North,Rep_015,18,858.306326392745,4.086048247993951,15449.51387506941,5,2,Saturday,Premium,Excellent
2023-05-28 14:34:57.297297296,Monitor,Central,Rep_015,5,75.83951533262557,3.6076034622498425,379.19757666312785,5,2,Sunday,Budget,Good
2023-05-29 08:07:12.432432432,Keyboard,South,Rep_004,19,627.0886332743804,2.9649260171358276,11914.684032213228,5,2,Monday,Premium,Excellent
2023-05-30 01:39:27.567567568,Headphones,North,Rep_011,15,945.4190057784956,4.901892113256087,14181.285086677433,5,2,Tuesday,Premium,Excellent
2023-05-30 19:11:42.702702702,Headphones,South,Rep_019,8,851.6325373168576,2.8966571850879457,6813.0602985348605,5,2,Tuesday,Premium,Fair
2023-05-31 12:43:57.837837838,Headphones,East,Rep_015,17,1457.761993655575,1.2667755256217954,24781.953892144775,5,2,Wednesday,Luxury,Poor
2023-06-01 06:16:12.972972972,Headphones,Central,Rep_004,1,800.3670535811513,1.1923692416481417,800.3670535811513,6,2,Thursday,Premium,Poor
2023-06-01 23:48:28.108108108,Headphones,North,Rep_013,12,1004.284075492807,2.1826601570864765,12051.408905913684,6,2,Thursday,Luxury,Fair
2023-06-02 17:20:43.243243242,Keyboard,North,Rep_019,19,887.7367546581086,2.9649260171358276,16866.99833850406,6,2,Friday,Premium,Excellent
2023-06-03 10:52:58.378378378,Keyboard,North,Rep_002,15,1494.2209903440225,3.0928522198834996,22413.314855160337,6,2,Saturday,Luxury,Good
2023-06-04 04:25:13.513513514,Tablet,North,Rep_014,9,1732.7961780245769,2.0871460643205166,15595.165602221192,6,2,Sunday,Luxury,Fair
2023-06-04 21:57:28.648648648,Phone,North,Rep_004,7,1087.1837040646526,2.596667178044078,7610.285928452568,6,2,Sunday,Luxury,Fair
2023-06-05 15:29:43.783783784,Mouse,South,Rep_016,2,1589.3927786806228,3.3943804296186832,3178.7855573612455,6,2,Monday,Luxury,Good
2023-06-06 09:01:58.918918918,Headphones,Central,Rep_020,9,628.7340299387087,3.611798632551369,5658.606269448378,6,2,Tuesday,Premium,Good
2023-06-07 02:34:14.054054054,Laptop,East,Rep_014,10,1105.670739806674,1.6156780391316201,11056.70739806674,6,2,Wednesday,Luxury,Poor
2023-06-07 20:06:29.189189188,Mouse,East,Rep_015,2,723.1984096564463,4.908126706180704,1446.3968193128926,6,2,Wednesday,Premium,Excellent
2023-06-08 13:38:44.324324324,Keyboard,East,Rep_003,19,857.6918048650691,3.1790889079311553,16296.144292436313,6,2,Thursday,Premium,Good
2023-06-09 07:10:59.459459458,Laptop,East,Rep_008,11,1478.2070363847038,1.5427532711691172,16260.277400231742,6,2,Friday,Luxury,Poor
2023-06-10 00:43:14.594594594,Laptop,South,Rep_016,13,1769.2418405487897,4.574541013384534,23000.143927134268,6,2,Saturday,Luxury,Excellent
2023-06-10 18:15:29.729729730,Laptop,West,Rep_010,10,286.91601262114256,1.2985537243177152,2869.1601262114254,6,2,Saturday,Mid-range,Poor
2023-06-11 11:47:44.864864864,Tablet,Central,Rep_004,14,1287.546550150392,2.9649260171358276,18025.65170210549,6,2,Sunday,Luxury,Excellent
2023-06-12 05:20:00.000000000,Keyboard,North,Rep_018,18,1185.180424776707,4.98626262515593,21333.247645980726,6,2,Monday,Luxury,Excellent
2023-06-12 22:52:15.135135134,Laptop,West,Rep_002,19,280.9093263930672,3.8017271966260155,5337.277201468277,6,2,Monday,Mid-range,Good
2023-06-13 16:24:30.270270270,Headphones,East,Rep_017,9,463.1939443582127,4.081788884295959,4168.7454992239145,6,2,Tuesday,Mid-range,Excellent
2023-06-14 09:56:45.405405404,Monitor,West,Rep_013,7,656.4548647287265,2.3492113458699455,4595.184053101086,6,2,Wednesday,Premium,Fair
2023-06-15 03:29:00.540540540,Laptop,Central,Rep_004,3,375.51558809412785,4.766307410935735,1126.5467642823835,6,2,Thursday,Mid-range,Excellent
2023-06-15 21:01:15.675675676,Tablet,North,Rep_011,6,525.2724909224664,3.1188558644334705,3151.6349455347986,6,2,Thursday,Premium,Good
2023-06-16 14:33:30.810810810,Mouse,North,Rep_007,2,571.8215577803296,3.9295537863902195,1143.6431155606592,6,2,Friday,Premium,Good
2023-06-17 08:05:45.945945946,Keyboard,Central,Rep_012,6,1106.8806460350436,4.6964308636451175,6641.283876210262,6,2,Saturday,Premium,Excellent
2023-06-18 01:38:01.081081080,Tablet,Central,Rep_010,3,1511.31138296226,4.900719903902033,4533.93414888678,6,2,Sunday,Luxury,Excellent
2023-06-18 19:10:16.216216216,Laptop,East,Rep_007,16,1165.2287975086713,4.332817426386697,18643.66076013874,6,2,Sunday,Luxury,Excellent
2023-06-19 12:42:31.351351350,Keyboard,North,Rep_013,8,1973.1810103052328,2.21207002792812,15785.448082441862,6,2,Monday,Luxury,Fair
2023-06-20 06:14:46.486486486,Monitor,West,Rep_007,2,858.7348625865685,4.866190066208329,1717.469725173137,6,2,Tuesday,Premium,Excellent
2023-06-20 23:47:01.621621622,Laptop,South,Rep_017,17,1520.036893982004,3.512478124974287,25840.627197694066,6,2,Tuesday,Luxury,Good
2023-06-21 17:19:16.756756756,Tablet,South,Rep_010,9,1749.3634216842408,4.722569905407839,15744.270795158167,6,2,Wednesday,Luxury,Excellent
2023-06-22 10:51:31.891891892,Phone,Central,Rep_010,12,1374.0080614241817,3.7044201032574073,16488.09673709018,6,2,Thursday,Luxury,Good
2023-06-23 04:23:47.027027026,Headphones,East,Rep_004,3,853.1362438141172,2.228955847390882,2559.4087314423514,6,2,Friday,Premium,Fair
2023-06-23 21:56:02.162162162,Mouse,South,Rep_020,11,1519.5095299542184,2.480098096571264,16714.604829496402,6,2,Friday,Luxury,Fair
2023-06-24 15:28:17.297297296,Tablet,North,Rep_004,1,447.1509186567355,3.201887108411762,447.1509186567355,6,2,Saturday,Mid-range,Good
2023-06-25 09:00:32.432432432,Keyboard,Central,Rep_007,13,688.7267221012582,4.160059366239528,8953.447387316357,6,2,Sunday,Premium,Excellent
2023-06-26 02:32:47.567567568,Laptop,West,Rep_001,15,1116.036247443613,2.2719302053613397,16740.543711654198,6,2,Monday,Luxury,Fair
2023-06-26 20:05:02.702702702,Headphones,Central,Rep_012,5,1172.0483052079892,3.3189246645367683,5860.241526039946,6,2,Monday,Luxury,Good
2023-06-27 13:37:17.837837838,Laptop,West,Rep_013,17,93.17587717162743,2.382499974305606,1583.9899119176664,6,2,Tuesday,Budget,Fair
2023-06-28 07:09:32.972972972,Keyboard,Central,Rep_010,6,1892.972668074217,4.263077618540429,11357.836008445302,6,2,Wednesday,Luxury,Excellent
2023-06-29 00:41:48.108108108,Laptop,Central,Rep_015,11,1408.4231788739105,2.8669123750718017,15492.654967613016,6,2,Thursday,Luxury,Fair
2023-06-29 18:14:03.243243242,Phone,Central,Rep_013,18,1016.6223129521876,1.306891307411541,18299.201633139375,6,2,Thursday,Luxury,Poor
2023-06-30 11:46:18.378378378,Headphones,West,Rep_009,4,1869.5981070962014,1.6642100859261455,7478.3924283848055,6,2,Friday,Luxury,Poor
2023-07-01 05:18:33.513513512,Headphones,West,Rep_009,3,906.2363522391156,1.2444186704785292,2718.709056717347,7,3,Saturday,Premium,Poor
2023-07-01 22:50:48.648648648,Keyboard,Central,Rep_015,13,1961.849362027225,2.997211784057301,25504.041706353924,7,3,Saturday,Luxury,Fair
2023-07-02 16:23:03.783783784,Mouse,South,Rep_010,9,1048.955276624796,1.4253491893929087,9440.597489623164,7,3,Sunday,Luxury,Poor
2023-07-03 09:55:18.918918918,Phone,East,Rep_010,6,272.8572514960599,1.4565598772385284,1637.1435089763595,7,3,Monday,Mid-range,Poor
2023-07-04 03:27:34.054054054,Tablet,East,Rep_008,12,1541.3618962955907,4.764193040153508,18496.342755547088,7,3,Tuesday,Luxury,Excellent
2023-07-04 20:59:49.189189188,Laptop,East,Rep_016,2,1373.850563901789,4.490620288704221,2747.701127803578,7,3,Tuesday,Luxury,Excellent
2023-07-05 14:32:04.324324324,Monitor,West,Rep_017,3,1557.3241065458942,2.808346387245464,4671.972319637683,7,3,Wednesday,Luxury,Fair
2023-07-06 08:04:19.459459458,Laptop,West,Rep_005,3,1905.311956015078,4.943221283400823,5715.935868045234,7,3,Thursday,Luxury,Excellent
2023-07-07 01:36:34.594594594,Laptop,South,Rep_004,12,2916.287647894716,1.0007461126826525,34995.45177473659,7,3,Friday,Luxury,Poor
2023-07-07 19:08:49.729729730,Tablet,East,Rep_018,15,1242.1063743224613,3.455917825093575,18631.59561483692,7,3,Friday,Luxury,Good
2023-07-08 12:41:04.864864864,Laptop,East,Rep_019,9,1721.7523596036397,3.4657127094874802,15495.771236432756,7,3,Saturday,Luxury,Good
2023-07-09 06:13:20.000000000,Phone,Central,Rep_004,8,1362.8305567413365,2.829772223479553,10902.644453930692,7,3,Sunday,Luxury,Fair
2023-07-09 23:45:35.135135134,Phone,West,Rep_007,11,845.83216081055,2.5877918917371714,9304.15376891605,7,3,Sunday,Premium,Fair
2023-07-10 17:17:50.270270270,Headphones,East,Rep_010,16,1776.9585402714579,2.8215325419224304,28431.336644343326,7,3,Monday,Luxury,Fair
2023-07-11 10:50:05.405405404,Keyboard,South,Rep_018,4,482.7058985295271,2.659841744318722,1930.8235941181083,7,3,Tuesday,Mid-range,Fair
2023-07-12 04:22:20.540540540,Mouse,South,Rep_019,1,1443.5504860720123,3.9219699099291976,1443.5504860720123,7,3,Wednesday,Luxury,Good
2023-07-12 21:54:35.675675676,Monitor,East,Rep_004,7,1769.0487371344761,1.5414217398931362,12383.341159941334,7,3,Wednesday,Luxury,Poor
2023-07-13 15:26:50.810810810,Laptop,West,Rep_010,2,1476.0672134214276,1.7905568823645206,2952.134426842855,7,3,Thursday,Luxury,Poor
2023-07-14 08:59:05.945945946,Laptop,South,Rep_001,5,1409.687067155021,1.7220729135696944,7048.435335775104,7,3,Friday,Luxury,Poor
2023-07-15 02:31:21.081081080,Tablet,Central,Rep_018,7,1517.6446734400802,2.049882340485058,10623.512714080562,7,3,Saturday,Luxury,Fair
2023-07-15 20:03:36.216216216,Keyboard,South,Rep_005,4,956.8577341862565,3.101033675126333,3827.430936745026,7,3,Saturday,Premium,Good
2023-07-16 13:35:51.351351350,Phone,North,Rep_015,5,1754.6328302062007,1.444834989352875,8773.164151031004,7,3,Sunday,Luxury,Poor
2023-07-17 07:08:06.486486486,Monitor,North,Rep_017,1,446.70112651537784,4.472677181306016,446.70112651537784,7,3,Monday,Mid-range,Excellent
2023-07-18 00:40:21.621621620,Headphones,West,Rep_003,1,2916.287647894716,2.1894461252338893,2916.287647894716,7,3,Tuesday,Mid-range,Fair
2023-07-18 18:12:36.756756756,Phone,East,Rep_012,15,606.7421212310975,1.6501519498748314,9101.131818466461,7,3,Tuesday,Premium,Poor
2023-07-19 11:44:51.891891892,Keyboard,West,Rep_002,19,1086.5759237112366,3.702485238392973,20644.942550513493,7,3,Wednesday,Luxury,Good
2023-07-20 05:17:07.027027026,Mouse,West,Rep_001,10,1045.5955010482094,2.9649260171358276,10455.955010482094,7,3,Thursday,Luxury,Poor
2023-07-20 22:49:22.162162162,Headphones,West,Rep_017,18,1650.167577469344,3.4798742594966567,29703.01639444819,7,3,Thursday,Luxury,Good
2023-07-21 16:21:37.297297296,Mouse,West,Rep_016,3,838.908879987834,3.792793722705999,2516.726639963502,7,3,Friday,Premium,Good
2023-07-22 09:53:52.432432432,Tablet,Central,Rep_005,11,994.4716312684419,1.8596661255468767,10939.18794395286,7,3,Saturday,Premium,Poor
2023-07-23 03:26:07.567567566,Tablet,Central,Rep_015,15,76.0669823558215,1.1678562937745371,1141.0047353373225,7,3,Sunday,Budget,Poor
2023-07-23 20:58:22.702702702,Laptop,South,Rep_003,11,848.9915110637312,2.4545814356777984,9338.906621701044,7,3,Sunday,Premium,Fair
2023-07-24 14:30:37.837837838,Mouse,North,Rep_007,17,1313.159754253167,1.394376920967746,22323.71582230384,7,3,Monday,Luxury,Poor
2023-07-25 08:02:52.972972972,Keyboard,West,Rep_011,17,80.24124472185476,1.4659113986933483,1364.101160271531,7,3,Tuesday,Budget,Poor
2023-07-26 01:35:08.108108108,Monitor,South,Rep_010,6,597.7198321131754,2.0170449257794583,3586.318992679052,7,3,Wednesday,Premium,Fair
2023-07-26 19:07:23.243243242,Headphones,North,Rep_009,5,455.51490061431036,2.181871698507037,2277.5745030715516,7,3,Wednesday,Mid-range,Fair
2023-07-27 12:39:38.378378378,Phone,East,Rep_014,8,131.87158637369703,3.1198813640856824,1054.9726909895762,7,3,Thursday,Budget,Good
2023-07-28 06:11:53.513513512,Keyboard,Central,Rep_013,2,984.5571753333481,3.7135675420120524,1969.1143506666963,7,3,Friday,Premium,Good
2023-07-28 23:44:08.648648648,Keyboard,North,Rep_002,16,404.36042179490516,3.371083763480739,6469.766748718483,7,3,Friday,Mid-range,Good
2023-07-29 17:16:23.783783784,Tablet,East,Rep_003,12,1499.0090022811912,1.5934413491580672,17988.108027374295,7,3,Saturday,Luxury,Poor
2023-07-30 10:48:38.918918920,Mouse,North,Rep_007,6,1703.4593733385295,1.6883441298105057,10220.756240031176,7,3,Sunday,Luxury,Poor
2023-07-31 04:20:54.054054052,Laptop,Central,Rep_018,1,1113.8911062048383,4.515076999171658,1113.8911062048383,7,3,Monday,Luxury,Excellent
2023-07-31 21:53:09.189189188,Laptop,Central,Rep_003,4,1964.329317916226,3.2334092602564546,7857.317271664904,7,3,Monday,Luxury,Good
2023-08-01 15:25:24.324324324,Headphones,South,Rep_010,17,928.4332143676609,4.479751331590756,15783.364644250234,8,3,Tuesday,Premium,Excellent
2023-08-02 08:57:39.459459460,Tablet,West,Rep_007,13,1051.0680099385854,2.4861860452794975,13663.884129201611,8,3,Wednesday,Luxury,Fair
2023-08-03 02:29:54.594594592,Keyboard,North,Rep_009,18,1978.9746202176127,3.4576000297252953,35621.54316391703,8,3,Thursday,Luxury,Good
2023-08-03 20:02:09.729729728,Monitor,North,Rep_017,5,501.5194501318452,3.094653664218443,2507.597250659226,8,3,Thursday,Premium,Good
2023-08-04 13:34:24.864864864,Tablet,East,Rep_011,3,1887.9645823699652,2.2764939592818503,5663.893747109896,8,3,Friday,Luxury,Fair
2023-08-05 07:06:40.000000000,Headphones,Central,Rep_007,11,133.53323248227082,2.8796614881343814,1468.8655573049791,8,3,Saturday,Budget,Fair
2023-08-06 00:38:55.135135136,Headphones,North,Rep_014,13,920.4544360132298,3.009963507307728,11965.907668171987,8,3,Sunday,Premium,Good
2023-08-06 18:11:10.270270268,Tablet,Central,Rep_019,4,186.50684865947827,1.8030838990267144,746.0273946379131,8,3,Sunday,Budget,Poor
2023-08-07 11:43:25.405405404,Headphones,North,Rep_004,14,918.058555787029,2.2600414895069263,12852.819781018407,8,3,Monday,Luxury,Fair
2023-08-08 05:15:40.540540540,Tablet,South,Rep_006,11,1236.3974249660346,4.165639002027902,13600.37167462638,8,3,Tuesday,Luxury,Excellent
2023-08-08 22:47:55.675675676,Phone,West,Rep_010,10,2916.287647894716,4.663152957816509,29162.87647894716,8,3,Tuesday,Luxury,Excellent
2023-08-09 16:20:10.810810812,Tablet,North,Rep_007,19,780.2367799376331,2.439176374181198,14824.498818815027,8,3,Wednesday,Premium,Fair
2023-08-10 09:52:25.945945944,Mouse,Central,Rep_013,18,770.4897713611916,2.2278891288360727,13868.81588450145,8,3,Thursday,Premium,Fair
2023-08-11 03:24:41.081081080,Tablet,South,Rep_014,6,138.37259397374447,1.78078865828753,830.2355638424668,8,3,Friday,Budget,Poor
2023-08-11 20:56:56.216216216,Headphones,North,Rep_004,15,732.3926320827976,3.713964674602325,10985.889481241964,8,3,Friday,Premium,Good
2023-08-12 14:29:11.351351352,Mouse,East,Rep_008,10,1862.112384411016,2.292398806665349,18621.12384411016,8,3,Saturday,Luxury,Fair
2023-08-13 08:01:26.486486484,Headphones,West,Rep_005,5,789.4917475018755,4.950998156396754,3947.4587375093774,8,3,Sunday,Premium,Excellent
2023-08-14 01:33:41.621621620,Laptop,North,Rep_001,5,1671.1670271328414,2.302739208255813,8355.835135664207,8,3,Monday,Luxury,Fair
2023-08-14 19:05:56.756756756,Laptop,South,Rep_004,10,1692.5347342623713,2.5765441871305126,16925.347342623714,8,3,Monday,Luxury,Fair
2023-08-15 12:38:11.891891892,Mouse,East,Rep_003,5,777.820254939506,3.413336784848139,3889.10127469753,8,3,Tuesday,Premium,Good
2023-08-16 06:10:27.027027028,Phone,South,Rep_009,3,1282.3779267725686,4.206737172765219,3847.1337803177057,8,3,Wednesday,Luxury,Excellent
2023-08-16 23:42:42.162162160,Laptop,South,Rep_008,6,235.97462443246434,2.8780746613825348,1415.847746594786,8,3,Wednesday,Mid-range,Fair
2023-08-17 17:14:57.297297296,Tablet,East,Rep_001,4,252.17323243183915,2.6906241351558333,1008.6929297273566,8,3,Thursday,Mid-range,Fair
2023-08-18 10:47:12.432432432,Headphones,South,Rep_006,18,144.88244414034097,4.982551334379233,2607.8839945261375,8,3,Friday,Budget,Excellent
2023-08-19 04:19:27.567567568,Laptop,East,Rep_009,9,1182.9794320814635,1.0419745645597778,10646.814888733172,8,3,Saturday,Luxury,Poor
2023-08-19 21:51:42.702702700,Laptop,North,Rep_007,17,880.8384063708892,4.580261155404983,14974.252908305116,8,3,Saturday,Premium,Excellent
2023-08-20 15:23:57.837837836,Phone,East,Rep_004,13,1118.6630954952682,1.5965633037589497,14542.620241438486,8,3,Sunday,Luxury,Poor
2023-08-21 08:56:12.972972972,Mouse,East,Rep_013,15,1066.0927214913563,4.143701104835653,15991.390822370344,8,3,Monday,Luxury,Excellent
2023-08-22 02:28:28.108108108,Mouse,West,Rep_017,17,732.8958326269241,3.471726239385192,12459.229154657709,8,3,Tuesday,Premium,Good
2023-08-22 20:00:43.243243244,Keyboard,East,Rep_002,13,1371.073158905772,2.9649260171358276,17823.951065775036,8,3,Tuesday,Luxury,Fair
2023-08-23 13:32:58.378378376,Phone,East,Rep_005,16,1529.078667786962,4.495499822084073,24465.25868459139,8,3,Wednesday,Luxury,Excellent
2023-08-24 07:05:13.513513512,Tablet,North,Rep_012,4,78.52510481146764,1.051628911923968,314.10041924587057,8,3,Thursday,Budget,Poor
2023-08-25 00:37:28.648648648,Mouse,West,Rep_008,5,454.12248454931273,1.9067626082996947,2270.6124227465634,8,3,Friday,Mid-range,Poor
2023-08-25 18:09:43.783783784,Headphones,Central,Rep_006,5,1440.8099427625068,3.267571184998144,7204.049713812534,8,3,Friday,Luxury,Good
2023-08-26 11:41:58.918918920,Phone,North,Rep_008,9,803.9093366359767,2.406169040198792,7235.18402972379,8,3,Saturday,Premium,Fair
2023-08-27 05:14:14.054054052,Laptop,North,Rep_018,17,1341.843696536136,3.4415099812733105,22811.34284111431,8,3,Sunday,Luxury,Good
2023-08-27 22:46:29.189189188,Headphones,Central,Rep_003,13,726.5771864823889,2.9649260171358276,9445.503424271055,8,3,Sunday,Premium,Poor
2023-08-28 16:18:44.324324324,Headphones,East,Rep_012,2,811.9725470427924,2.9649260171358276,1623.9450940855847,8,3,Monday,Premium,Poor
2023-08-29 09:50:59.459459460,Laptop,South,Rep_003,13,359.4238036948856,1.508384960873757,4672.509448033513,8,3,Tuesday,Mid-range,Poor
2023-08-30 03:23:14.594594592,Phone,West,Rep_006,19,553.5504883490121,1.7571345836640377,10517.45927863123,8,3,Wednesday,Premium,Poor
2023-08-30 20:55:29.729729728,Laptop,South,Rep_002,3,1230.5529271397952,2.837325763202171,3691.6587814193854,8,3,Wednesday,Luxury,Fair
2023-08-31 14:27:44.864864864,Keyboard,Central,Rep_012,10,894.6680670645744,4.008514798174285,8946.680670645745,8,3,Thursday,Premium,Excellent
2023-09-01 08:00:00.000000000,Headphones,North,Rep_002,2,2916.287647894716,4.622155351715604,5832.575295789432,9,3,Friday,Luxury,Excellent
2023-09-02 01:32:15.135135136,Monitor,North,Rep_006,13,1712.5406621297684,4.341490121136984,22263.02860768699,9,3,Saturday,Luxury,Excellent
2023-09-02 19:04:30.270270268,Monitor,West,Rep_017,19,1106.2105155226818,1.7875514871027343,21017.999794930955,9,3,Saturday,Luxury,Poor
2023-09-03 12:36:45.405405404,Tablet,North,Rep_003,17,1528.6212195093153,2.7646022089225295,25986.56073165836,9,3,Sunday,Luxury,Fair
2023-09-04 06:09:00.540540540,Mouse,North,Rep_002,14,648.4638007294116,1.79764639103414,9078.493210211762,9,3,Monday,Premium,Poor
2023-09-04 23:41:15.675675676,Laptop,West,Rep_020,12,859.1938700301525,2.057887266668763,10310.32644036183,9,3,Monday,Premium,Fair
2023-09-05 17:13:30.810810812,Laptop,West,Rep_008,12,1439.9164686228205,3.0141879260475446,17278.997623473846,9,3,Tuesday,Luxury,Good
2023-09-06 10:45:45.945945944,Tablet,Central,Rep_012,11,803.1133859932098,1.2724360988940902,8834.247245925308,9,3,Wednesday,Premium,Poor
2023-09-07 04:18:01.081081080,Tablet,North,Rep_004,7,1197.5846235600281,1.8726973183730928,8383.092364920198,9,3,Thursday,Luxury,Poor
2023-09-07 21:50:16.216216216,Tablet,North,Rep_005,4,411.4769192108974,4.741512645228469,1645.9076768435896,9,3,Thursday,Mid-range,Excellent
2023-09-08 15:22:31.351351352,Headphones,Central,Rep_013,19,1219.554064192471,2.864465170633956,23171.52721965695,9,3,Friday,Luxury,Fair
2023-09-09 08:54:46.486486484,Keyboard,East,Rep_015,1,1729.9517290924425,2.781546103911489,1729.9517290924425,9,3,Saturday,Luxury,Fair
2023-09-10 02:27:01.621621620,Laptop,East,Rep_016,3,1743.84729765568,1.0582686190051156,5231.5418929670395,9,3,Sunday,Luxury,Poor
2023-09-10 19:59:16.756756756,Headphones,East,Rep_010,13,1462.4715923426024,1.989598988233383,19012.130700453832,9,3,Sunday,Luxury,Poor
2023-09-11 13:31:31.891891892,Tablet,Central,Rep_016,15,1504.2190891984458,4.465169743928725,22563.286337976686,9,3,Monday,Luxury,Excellent
2023-09-12 07:03:47.027027028,Laptop,North,Rep_012,2,1137.9585180438664,1.658513713034675,2275.917036087733,9,3,Tuesday,Luxury,Poor
2023-09-13 00:36:02.162162160,Headphones,Central,Rep_017,11,1190.1027758233583,2.6604997581388843,13091.130534056942,9,3,Wednesday,Luxury,Fair
2023-09-13 18:08:17.297297296,Keyboard,Central,Rep_016,4,310.61863375051007,1.057323623468005,1242.4745350020403,9,3,Wednesday,Mid-range,Poor
2023-09-14 11:40:32.432432432,Headphones,East,Rep_012,19,915.5254174215372,2.9133419266822234,17394.982931009206,9,3,Thursday,Premium,Fair
2023-09-15 05:12:47.567567568,Keyboard,South,Rep_008,17,929.0137535784095,1.0840844269048686,15793.23381083296,9,3,Friday,Premium,Poor
2023-09-15 22:45:02.702702700,Tablet,North,Rep_020,3,1919.0707795520934,4.278438212263199,5757.21233865628,9,3,Friday,Luxury,Excellent
2023-09-16 16:17:17.837837836,Keyboard,East,Rep_003,18,890.6193821154144,4.299415069948415,16031.14887807746,9,3,Saturday,Premium,Excellent
2023-09-17 09:49:32.972972972,Laptop,South,Rep_016,8,1121.2181575603774,4.1509687532094794,8969.74526048302,9,3,Sunday,Luxury,Excellent
2023-09-18 03:21:48.108108108,Tablet,South,Rep_013,19,1089.8402285942498,2.133456275564473,20706.964343290747,9,3,Monday,Luxury,Fair
2023-09-18 20:54:03.243243244,Laptop,West,Rep_019,5,1291.685348236438,4.348948872887272,6458.426741182189,9,3,Monday,Luxury,Excellent
2023-09-19 14:26:18.378378376,Monitor,North,Rep_008,7,1509.054021097197,3.171992530421077,10563.378147680378,9,3,Tuesday,Luxury,Good
2023-09-20 07:58:33.513513512,Phone,South,Rep_005,8,488.83165853320065,2.4952324354680098,3910.653268265605,9,3,Wednesday,Mid-range,Fair
2023-09-21 01:30:48.648648648,Keyboard,East,Rep_020,5,1081.0126172419496,3.501319838816932,5405.063086209748,9,3,Thursday,Luxury,Good
2023-09-21 19:03:03.783783784,Phone,West,Rep_008,17,1660.5395292662593,1.049364184241496,28229.171997526406,9,3,Thursday,Luxury,Poor
2023-09-22 12:35:18.918918920,Phone,North,Rep_012,5,953.0736919831473,1.5718435104030086,4765.368459915737,9,3,Friday,Premium,Poor
2023-09-23 06:07:34.054054052,Keyboard,Central,Rep_001,4,592.9922154284674,3.969174152681051,2371.9688617138695,9,3,Saturday,Premium,Good
2023-09-23 23:39:49.189189188,Tablet,East,Rep_020,19,1326.6826969447832,1.976646434864612,25206.97124195088,9,3,Saturday,Luxury,Poor
2023-09-24 17:12:04.324324324,Monitor,South,Rep_006,2,1656.3464218082897,3.3920364693149985,3312.6928436165795,9,3,Sunday,Luxury,Good
2023-09-25 10:44:19.459459460,Laptop,South,Rep_018,11,173.12357120841307,2.5404104112921186,1904.3592832925438,9,3,Monday,Budget,Fair
2023-09-26 04:16:34.594594592,Headphones,East,Rep_008,13,1564.7414426440928,4.419223115197045,20341.638754373205,9,3,Tuesday,Luxury,Excellent
2023-09-26 21:48:49.729729728,Laptop,South,Rep_007,15,1652.213469275454,4.809661223986574,24783.202039131807,9,3,Tuesday,Luxury,Excellent
2023-09-27 15:21:04.864864864,Headphones,West,Rep_001,12,949.9697087977833,4.534258913480762,11399.636505573399,9,3,Wednesday,Premium,Excellent
